,Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Year,Date,Month,ZipCode,NOC 2016 V1.3 Code,NOC 2016 V1.3 Title,NOC 2021 V1.0 Code,NOC 2021 V1.0 Title,Teer
578,British Columbia,High Wage,CHILLIWACK CHILDRENS ACADEMY LTD.,"Chilliwack, BC V2R 3M9",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,V2R 3M9,1221,Administrative officers,13100,Administrative officers,3
579,British Columbia,High Wage,Cooperage Enterprises Inc.,"Port Coquitlam, BC V3B 8B8","5131-Producers, directors, choreographers and related occupations",Unknown,1.0,1.0,2023,October 2023,October,V3B 8B8,5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
580,British Columbia,High Wage,Core Drywall Ltd.,"Surrey, BC V3X 0E6","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1.0,1.0,2023,October 2023,October,V3X 0E6,7284,"Plasterers, drywall installers and finishers and lathers",73102,"Plasterers, drywall installers and finishers and lathers",3
581,British Columbia,High Wage,Curry Club Restaurant LTD.,"Victoria, BC V8W 2H3",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,V8W 2H3,1221,Administrative officers,13100,Administrative officers,3
582,British Columbia,High Wage,EAGLE DISPOSAL INC.,"RICHMOND, BC V6V 2K7",7521-Heavy equipment operators (except crane),Unknown,1.0,4.0,2023,October 2023,October,V6V 2K7,7521,Heavy equipment operators (except crane),73400,Heavy equipment operators,3
583,British Columbia,High Wage,Ecological Park Agriculture Inc.,"Richmond, BC V6W 1K8",2174-Computer programmers and interactive media developers,Unknown,1.0,1.0,2023,October 2023,October,V6W 1K8,2174,Computer programmers and interactive media developers,21230,Computer systems developers and programmers,1
584,British Columbia,High Wage,Ecological Park Agriculture Inc.,"Richmond, BC V6W 1K8",2174-Computer programmers and interactive media developers,Unknown,1.0,1.0,2023,October 2023,October,V6W 1K8,2174,Computer programmers and interactive media developers,21232,Software developers and programmers,1
585,British Columbia,High Wage,Ecological Park Agriculture Inc.,"Richmond, BC V6W 1K8",2174-Computer programmers and interactive media developers,Unknown,1.0,1.0,2023,October 2023,October,V6W 1K8,2174,Computer programmers and interactive media developers,21234,Web developers and programmers,1
586,British Columbia,High Wage,Ehsan Sharenejad Personal Real Estate Corporation,"Vancouver, BC V6J 1W8",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,V6J 1W8,1221,Administrative officers,13100,Administrative officers,3
587,British Columbia,High Wage,Enterpack paper & plastics ltd,"North Vancouver, BC V7P 1E2",0111-Financial managers,Unknown,1.0,1.0,2023,October 2023,October,V7P 1E2,0111,Financial managers,10010,Financial managers,0
588,British Columbia,High Wage,Fair Waves Coffee Inc,"New Westminster, BC V3M 1B2",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,V3M 1B2,1221,Administrative officers,13100,Administrative officers,3
589,British Columbia,High Wage,Filmgroup,"Vancouver, BC V5T 1A7","5131-Producers, directors, choreographers and related occupations",Corporation,5.0,5.0,2023,October 2023,October,V5T 1A7,5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
590,British Columbia,High Wage,Gaba Auto Detailing & Tires Ltd,"Abbotsford, BC V2T 6K8",6315-Cleaning supervisors,Unknown,1.0,1.0,2023,October 2023,October,V2T 6K8,6315,Cleaning supervisors,62024,Cleaning supervisors,2
591,British Columbia,High Wage,Gold Maple Landscaping Inc.,"Vancouver, BC V5X 1B7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1.0,1.0,2023,October 2023,October,V5X 1B7,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
592,British Columbia,High Wage,Golestan Bakers,"West Vancouver, BC V7T 1B7",0621-Retail and wholesale trade managers,Unknown,1.0,1.0,2023,October 2023,October,V7T 1B7,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
593,British Columbia,High Wage,HAZEL CONSTRUCTIONS LTD,"SURREY, BC V3W 1P7",7271-Carpenters,Unknown,1.0,2.0,2023,October 2023,October,V3W 1P7,7271,Carpenters,72310,Carpenters,2
594,British Columbia,High Wage,HOME FORGE CONSTRUCTION LTD.,"Burnaby, BC V5J 3J1",2264-Construction inspectors,Unknown,1.0,1.0,2023,October 2023,October,V5J 3J1,2264,Construction inspectors,22233,Construction inspectors,2
595,British Columbia,High Wage,Home Idol Building Supplies Inc.,"Vanvouver, BC V5M 2A6",2174-Computer programmers and interactive media developers,Unknown,1.0,1.0,2023,October 2023,October,V5M 2A6,2174,Computer programmers and interactive media developers,21230,Computer systems developers and programmers,1
596,British Columbia,High Wage,Home Idol Building Supplies Inc.,"Vanvouver, BC V5M 2A6",2174-Computer programmers and interactive media developers,Unknown,1.0,1.0,2023,October 2023,October,V5M 2A6,2174,Computer programmers and interactive media developers,21232,Software developers and programmers,1
597,British Columbia,High Wage,Home Idol Building Supplies Inc.,"Vanvouver, BC V5M 2A6",2174-Computer programmers and interactive media developers,Unknown,1.0,1.0,2023,October 2023,October,V5M 2A6,2174,Computer programmers and interactive media developers,21234,Web developers and programmers,1
598,British Columbia,High Wage,Inline Truck repair ltd,"SURREY, BC V3W 3H7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1.0,1.0,2023,October 2023,October,V3W 3H7,1123,"Professional occupations in advertising, marketing and public relations",10022,"Advertising, marketing and public relations managers",0
599,British Columbia,High Wage,Inline Truck repair ltd,"SURREY, BC V3W 3H7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1.0,1.0,2023,October 2023,October,V3W 3H7,1123,"Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",1
600,British Columbia,High Wage,Inline Truck repair ltd,"SURREY, BC V3W 3H7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1.0,1.0,2023,October 2023,October,V3W 3H7,1123,"Professional occupations in advertising, marketing and public relations",64409,Other customer and information services representatives,4
601,British Columbia,High Wage,Inline Truck repair ltd,"SURREY, BC V3W 3H7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1.0,1.0,2023,October 2023,October,V3W 3H7,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",2
602,British Columbia,High Wage,Inline Truck repair ltd,"SURREY, BC V3W 3H7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1.0,1.0,2023,October 2023,October,V3W 3H7,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",13201,Production and transportation logistics coordinators,3
603,British Columbia,High Wage,Inline Truck repair ltd,"SURREY, BC V3W 3H7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1.0,1.0,2023,October 2023,October,V3W 3H7,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",74202,Air transport ramp attendants,4
604,British Columbia,High Wage,Island Lubricants Ltd.,"Campbell River, BC V9W 3A6",1311-Accounting technicians and bookkeepers,Unknown,1.0,1.0,2023,October 2023,October,V9W 3A6,1311,Accounting technicians and bookkeepers,12200,Accounting technicians and bookkeepers,2
605,British Columbia,High Wage,JR Wholesale Bakery Ltd.,"Victoria, BC V9A 4T8",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023,October,V9A 4T8,1241,Administrative assistants,13110,Administrative assistants,3
606,British Columbia,High Wage,JSG CONSULTING INC.,"Surrey, BC V3S 7J2",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023,October,V3S 7J2,1241,Administrative assistants,13110,Administrative assistants,3
607,British Columbia,High Wage,Kathy's Small Garden Company,"SALT SPRING ISLAND, BC V8K 2M8","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1.0,1.0,2023,October 2023,October,V8K 2M8,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
608,British Columbia,High Wage,KNIGHT HUB LTD.,"SURREY, BC V3S 8A6",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,V3S 8A6,1221,Administrative officers,13100,Administrative officers,3
609,British Columbia,High Wage,KNIGHT HUB LTD.,"SURREY, BC V3S 8A6",1311-Accounting technicians and bookkeepers,Unknown,1.0,1.0,2023,October 2023,October,V3S 8A6,1311,Accounting technicians and bookkeepers,12200,Accounting technicians and bookkeepers,2
610,British Columbia,High Wage,lifestyle mattress lounge ltd,"langley, BC V2Y 1M9",4163-Business development officers and marketing researchers and consultants,Unknown,1.0,1.0,2023,October 2023,October,V2Y 1M9,4163,Business development officers and marketing researchers and consultants,11202,"Professional occupations in advertising, marketing and public relations",1
611,British Columbia,High Wage,lifestyle mattress lounge ltd,"langley, BC V2Y 1M9",4163-Business development officers and marketing researchers and consultants,Unknown,1.0,1.0,2023,October 2023,October,V2Y 1M9,4163,Business development officers and marketing researchers and consultants,41402,Business development officers and market researchers and analysts,1
612,British Columbia,High Wage,LOOK4TUTOR INC.,"Vancouver, BC V6J 1X1",4021-College and other vocational instructors,Unknown,1.0,1.0,2023,October 2023,October,V6J 1X1,4021,College and other vocational instructors,41210,College and other vocational instructors,1
613,British Columbia,High Wage,Mahapreet Blueberry Farm Ltd,"SURREY, BC V3X 3M8",1311-Accounting technicians and bookkeepers,Corporation,1.0,1.0,2023,October 2023,October,V3X 3M8,1311,Accounting technicians and bookkeepers,12200,Accounting technicians and bookkeepers,2
614,British Columbia,High Wage,Means of Production Inc,"Vancouver, BC V5L 3X3","5131-Producers, directors, choreographers and related occupations",Unknown,3.0,3.0,2023,October 2023,October,V5L 3X3,5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
615,British Columbia,High Wage,MECO INDUSTRIAL LTD.,"Vancouver, BC V6B 6E3",0125-Other business services managers,Unknown,1.0,1.0,2023,October 2023,October,V6B 6E3,0125,Other business services managers,10029,Other business services managers,0
616,British Columbia,High Wage,N.S.Kehal Inc.,"Surrey, BC V3W 4E9","1212-Supervisors, finance and insurance office workers",Unknown,1.0,1.0,2023,October 2023,October,V3W 4E9,1212,"Supervisors, finance and insurance office workers",12011,"Supervisors, finance and insurance office workers",2
617,British Columbia,High Wage,Nester Homes Ltd.,"Surey, BC V3X 0H1",7611-Construction trades helpers and labourers,Unknown,1.0,2.0,2023,October 2023,October,V3X 0H1,7611,Construction trades helpers and labourers,75110,Construction trades helpers and labourers,5
618,British Columbia,High Wage,New Way Mortgages Corp,"Abbotsford, BC V2T 1X8",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,V2T 1X8,1221,Administrative officers,13100,Administrative officers,3
619,British Columbia,High Wage,NUMERO UNO CONSTRUCTION LTD.,"DELTA, BC V4C 2A7",7271-Carpenters,Unknown,1.0,2.0,2023,October 2023,October,V4C 2A7,7271,Carpenters,72310,Carpenters,2
620,British Columbia,High Wage,Q Victoria Pizza INC.,"Victoria, BC V8Z 3G3",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,V8Z 3G3,1221,Administrative officers,13100,Administrative officers,3
621,British Columbia,High Wage,Razor King Barber House & Hair Salon Inc,"Surrey, BC V3W 4E9",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,V3W 4E9,1221,Administrative officers,13100,Administrative officers,3
622,British Columbia,High Wage,Regent Christian Academy Society,"Surrey, BC V3S 2A6",4031-Secondary school teachers,Unknown,1.0,1.0,2023,October 2023,October,V3S 2A6,4031,Secondary school teachers,41220,Secondary school teachers,1
623,British Columbia,High Wage,Ridgetechone Reinforcing Corp.,"Burnaby, BC V5C 4T4",7236-Ironworkers,Unknown,1.0,4.0,2023,October 2023,October,V5C 4T4,7236,Ironworkers,72105,Ironworkers,2
624,British Columbia,High Wage,Royal Coast Immigration Consultancy Ltd.,"Abbotsford, BC V2T 6S3",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,V2T 6S3,1221,Administrative officers,13100,Administrative officers,3
625,British Columbia,High Wage,RUBICON ORGANICS INCORPORATED,"Vancouver, BC V6C 1A5",7311-Construction millwrights and industrial mechanics,Unknown,1.0,1.0,2023,October 2023,October,V6C 1A5,7311,Construction millwrights and industrial mechanics,72400,Construction millwrights and industrial mechanics,2
626,British Columbia,High Wage,SEA TO SKY PRECISION CONSTRUCTION LTD,"Burnaby, BC V5A 4W2","0016-Senior managers - construction, transportation, production and utilities",Unknown,1.0,1.0,2023,October 2023,October,V5A 4W2,0016,"Senior managers - construction, transportation, production and utilities",00015,"Senior managers - construction, transportation, production and utilities",0
627,British Columbia,High Wage,Simon Transportation Ltd,"ALDERGROVE, BC V4W 3R6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1.0,1.0,2023,October 2023,October,V4W 3R6,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",2
628,British Columbia,High Wage,Simon Transportation Ltd,"ALDERGROVE, BC V4W 3R6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1.0,1.0,2023,October 2023,October,V4W 3R6,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",13201,Production and transportation logistics coordinators,3
629,British Columbia,High Wage,Simon Transportation Ltd,"ALDERGROVE, BC V4W 3R6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1.0,1.0,2023,October 2023,October,V4W 3R6,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",74202,Air transport ramp attendants,4
630,British Columbia,High Wage,Stormtec Filtration Inc.,"Delta, BC V3M 5R1",7452-Material handlers,Unknown,1.0,1.0,2023,October 2023,October,V3M 5R1,7452,Material handlers,75101,Material handlers,5
631,British Columbia,High Wage,The Capital Media Company Inc.,"Vancouver, BC V5Y 1N5","5131-Producers, directors, choreographers and related occupations",Unknown,6.0,6.0,2023,October 2023,October,V5Y 1N5,5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
